;;;;;;;;;
Informações de Saúde;;;;;;;;;
DATASUS  Tecnologia da Informação a Serviço do SUS;;;;;;;;;
Ajuda;;;;;;;;;
Notas Técnicas;;;;;;;;;
DATASUS;;;;;;;;;
Instalações sanitárias - Brasil;;;;;;;;;
Moradores por Instalações sanitárias segundo Município;;;;;;;;;
Período: 2010;;;;;;;;;
Município;Rede geral de esgoto ou pluvial;Fossa séptica;Fossa rudimendar;Vala;Rio, lago ou mar;Outro escoadouro;Não tem instalação sanitária;Total;
Fonte: IBGE - Censos Demográficos de 1991, 2000 e 2010;;;;;;;;;
Consulte o site da Secretaria Estadual de Saúde para mais informações.;;;;;;;;;
;;;;;;;;;
351450 DUARTINA;10.852;649;612;25;40;1;17;12.196;
351460 DUMONT;7.780;96;244;10;-;-;1;8.131;
351470 ECHAPORA;4.902;441;931;22;-;-;3;6.299;
351480 ELDORADO;6.552;2.410;2.955;1.433;854;167;231;14.602;
351490 ELIAS FAUSTO;12.334;1.468;1.660;46;16;39;7;15.570;
351492 ELISIARIO;2.808;312;-;-;-;-;-;3.120;
351495 EMBAUBA;1.949;104;349;19;-;-;1;2.422;
351500 EMBU DAS ARTES;172.736;16.364;20.039;6.073;21.785;2.784;76;239.857;
351510 EMBU-GUACU;24.658;10.290;25.453;1.061;664;196;71;62.393;
351512 EMILIANOPOLIS;2.462;40;467;28;-;4;5;3.006;
351515 ENGENHEIRO COELHO;11.444;2.259;1.823;8;19;75;1;15.629;
351518 ESPIRITO SANTO DO PINHAL;36.431;2.139;2.631;34;292;29;6;41.562;
351519 ESPIRITO SANTO DO TURVO;3.563;7;595;-;37;14;19;4.235;
351520 ESTRELA D'OESTE;6.643;26;1.492;3;2;-;5;8.171;
351530 ESTRELA DO NORTE;2.053;244;299;24;-;12;7;2.639;
351535 EUCLIDES DA CUNHA PAULISTA;5.709;139;3.350;139;-;80;17;9.434;
351540 FARTURA;12.000;1.804;1.201;38;143;12;13;15.211;
351550 FERNANDOPOLIS;61.664;1.590;1.157;12;7;11;20;64.461;
351560 FERNANDO PRESTES;4.613;23;675;170;31;6;-;5.518;
351565 FERNAO;880;164;507;6;-;4;1;1.562;
351570 FERRAZ DE VASCONCELOS;138.965;4.031;4.483;6.025;13.170;1.151;164;167.989;
351580 FLORA RICA;1.354;390;2;3;-;1;-;1.750;
351590 FLOREAL;2.438;270;288;-;-;-;-;2.996;
351600 FLORIDA PAULISTA;10.217;309;944;22;-;69;15;11.576;
351610 FLORINIA;2.446;168;209;3;-;1;1;2.828;
351620 FRANCA;309.846;2.781;4.688;12;54;54;79;317.514;
351630 FRANCISCO MORATO;75.229;14.452;37.508;4.520;21.421;852;132;154.114;
351640 FRANCO DA ROCHA;82.683;8.702;14.620;4.006;12.949;426;65;123.451;
351650 GABRIEL MONTEIRO;2.242;13;444;-;-;6;-;2.705;
351660 GALIA;5.128;946;756;99;2;3;11;6.945;
351670 GARCA;39.048;1.663;1.814;61;68;79;19;42.752;
351680 GASTAO VIDIGAL;3.707;260;216;-;-;-;-;4.183;
351685 GAVIAO PEIXOTO;3.644;194;437;4;129;7;1;4.416;
351690 GENERAL SALGADO;9.114;382;1.084;9;-;-;10;10.599;
351700 GETULINA;7.949;203;1.138;65;188;33;13;9.589;
351710 GLICERIO;3.266;107;1.152;5;-;3;3;4.536;
351720 GUAICARA;8.534;937;1.142;4;11;9;7;10.644;
351730 GUAIMBE;4.703;528;128;48;-;2;13;5.422;
351740 GUAIRA;35.954;825;504;9;10;6;4;37.312;
351750 GUAPIACU;14.631;1.232;1.797;7;114;9;1;17.791;
351760 GUAPIARA;6.018;1.450;8.622;274;1.166;192;164;17.886;
351770 GUARA;18.969;136;614;12;21;6;23;19.781;
351780 GUARACAI;6.782;179;1.410;16;-;8;7;8.402;
351790 GUARACI;8.566;739;593;3;33;-;-;9.934;
351800 GUARANI D'OESTE;1.703;20;247;-;-;-;-;1.970;
351810 GUARANTA;5.396;140;791;12;7;23;10;6.379;
351820 GUARARAPES;28.151;726;1.606;13;7;5;19;30.527;
351830 GUARAREMA;11.219;7.032;5.270;367;1.630;135;28;25.681;
351840 GUARATINGUETA;97.956;3.572;4.723;790;4.307;86;48;111.482;
351850 GUAREI;6.320;654;4.559;92;18;23;45;11.711;
351860 GUARIBA;34.589;404;256;-;48;16;25;35.338;
351870 GUARUJA;222.362;16.580;12.861;20.890;14.289;2.765;286;290.033;
351880 GUARULHOS;1.040.767;32.237;25.845;26.273;80.569;7.101;505;1.213.297;
351885 GUATAPARA;5.406;230;1.199;4;77;12;4;6.932;
351890 GUZOLANDIA;3.995;28;688;7;-;3;2;4.723;
351900 HERCULANDIA;7.479;141;1.025;21;1;16;9;8.692;
351905 HOLAMBRA;7.319;1.028;2.835;5;46;12;7;11.252;
351907 HORTOLANDIA;68.782;28.939;83.580;1.662;4.798;401;75;188.237;
351910 IACANGA;8.225;919;609;6;27;6;3;9.795;
351920 IACRI;5.139;153;1.094;19;-;5;-;6.410;
351925 IARAS;2.447;158;1.861;16;3;27;2;4.514;
351930 IBATE;29.648;582;345;15;57;4;1;30.652;
351940 IBIRA;9.478;161;1.201;3;22;-;6;10.871;
351950 IBIRAREMA;5.877;45;777;-;-;3;1;6.703;
351960 IBITINGA;50.299;1.629;870;14;85;64;27;52.988;
351970 IBIUNA;13.176;20.948;34.182;847;1.268;171;292;70.884;
351980 ICEM;6.998;405;5;28;2;5;5;7.448;
351990 IEPE;6.219;252;1.052;4;24;-;26;7.577;
352000 IGARACU DO TIETE;22.963;139;118;6;24;6;5;23.261;
352010 IGARAPAVA;25.699;926;994;3;46;114;25;27.807;
352020 IGARATA;3.538;3.966;1.176;32;43;31;7;8.793;
352030 IGUAPE;18.145;3.732;5.581;602;348;96;191;28.695;
352040 ILHABELA;2.065;7.993;17.375;258;164;103;47;28.005;
352042 ILHA COMPRIDA;3.352;5.027;459;31;2;7;3;8.881;
352044 ILHA SOLTEIRA;21.969;1.578;1.398;2;13;24;8;24.992;
352050 INDAIATUBA;187.257;8.184;5.232;104;85;35;24;200.921;
352060 INDIANA;3.335;125;1.336;9;-;4;3;4.812;
352070 INDIAPORA;3.064;315;458;-;14;1;-;3.852;
352080 INUBIA PAULISTA;3.083;333;170;4;-;-;-;3.590;
352090 IPAUSSU;12.354;804;180;2;61;6;5;13.412;
352100 IPERO;13.836;7.178;5.293;6;25;49;29;26.416;
352110 IPEUNA;4.873;181;860;30;2;18;5;5.969;
352115 IPIGUA;2.703;787;965;2;-;-;3;4.460;
352120 IPORANGA;1.952;1.026;655;200;201;74;170;4.278;
352130 IPUA;13.423;44;627;-;10;-;2;14.106;
352140 IRACEMAPOLIS;18.419;1.076;232;170;30;25;2;19.954;
352150 IRAPUA;6.384;150;685;5;8;-;-;7.232;
352160 IRAPURU;5.112;146;1.120;13;3;7;2;6.403;
352170 ITABERA;11.339;1.602;3.892;287;491;99;47;17.757;
352180 ITAI;17.946;1.064;3.063;53;377;20;34;22.557;
352190 ITAJOBI;11.904;954;1.518;45;71;9;4;14.505;
352200 ITAJU;2.338;890;16;-;2;-;-;3.246;
352210 ITANHAEM;20.775;48.821;8.516;7.624;371;497;154;86.758;
352215 ITAOCA;743;391;995;385;464;104;145;3.227;
352220 ITAPECERICA DA SERRA;51.938;25.518;61.839;2.144;4.730;2.687;74;148.930;
352230 ITAPETININGA;123.874;6.594;8.998;243;575;99;132;140.515;
352240 ITAPEVA;69.026;4.723;11.729;198;1.186;125;413;87.400;
352250 ITAPEVI;147.265;19.100;12.396;5.539;14.872;1.227;169;200.568;
352260 ITAPIRA;61.443;4.107;1.577;106;163;37;34;67.467;
352265 ITAPIRAPUA PAULISTA;1.592;408;940;262;566;17;90;3.875;
352270 ITAPOLIS;35.911;577;2.955;60;217;88;4;39.812;
352280 ITAPORANGA;10.234;1.406;2.558;53;58;48;62;14.419;
352290 ITAPUI;10.278;1.670;156;4;15;6;9;12.138;
352300 ITAPURA;1.160;345;2.703;15;3;31;9;4.266;
352310 ITAQUAQUECETUBA;226.832;31.399;24.884;11.121;25.294;1.440;254;321.224;
352320 ITARARE;40.557;925;4.106;154;1.779;121;78;47.720;
352330 ITARIRI;4.924;3.692;5.489;978;208;56;56;15.403;
352340 ITATIBA;83.709;11.092;5.458;22;786;20;9;101.096;
352350 ITATINGA;15.950;500;1.431;13;36;15;15;17.960;
352360 ITIRAPINA;10.051;941;1.601;23;57;51;14;12.738;
352370 ITIRAPUA;4.876;356;610;8;33;5;-;5.888;
352380 ITOBI;6.501;355;497;24;68;15;4;7.464;
352390 ITU;138.687;10.063;3.698;686;21;112;75;153.342;
352400 ITUPEVA;32.898;7.476;3.655;36;652;13;4;44.734;
352410 ITUVERAVA;37.393;383;765;5;29;-;8;38.583;
352420 JABORANDI;6.096;405;-;8;20;-;-;6.529;
352430 JABOTICABAL;68.647;1.147;872;38;194;29;17;70.944;
352440 JACAREI;189.690;10.580;7.455;1.757;1.053;92;60;210.687;
352450 JACI;4.597;186;691;-;-;2;2;5.478;
352460 JACUPIRANGA;9.654;4.132;1.225;1.351;542;139;103;17.146;
352470 JAGUARIUNA;38.677;3.278;2.110;2;69;2;20;44.158;
352480 JALES;43.659;433;2.749;21;-;2;14;46.878;
352490 JAMBEIRO;2.738;703;1.275;27;572;13;2;5.330;
352500 JANDIRA;89.663;7.900;909;2.039;7.284;394;41;108.230;
352510 JARDINOPOLIS;35.989;968;570;1;33;4;-;37.565;
352520 JARINU;4.219;8.022;11.201;73;246;15;14;23.790;
352530 JAU;126.660;1.563;1.359;61;552;70;44;130.309;
352540 JERIQUARA;2.687;456;12;-;5;-;-;3.160;
352550 JOANOPOLIS;7.935;1.565;1.920;65;104;66;5;11.660;
352560 JOAO RAMALHO;3.488;16;622;5;-;-;-;4.131;
352570 JOSE BONIFACIO;29.001;346;3.269;1;7;1;9;32.634;
352580 JULIO MESQUITA;4.051;15;324;27;-;2;10;4.429;
352585 JUMIRIM;1.381;393;945;57;-;10;5;2.791;
352590 JUNDIAI;337.897;17.994;9.125;245;3.063;191;92;368.607;
352600 JUNQUEIROPOLIS;15.254;797;1.294;21;2;18;11;17.397;
352610 JUQUIA;9.194;2.798;3.327;3.096;618;91;72;19.196;
352620 JUQUITIBA;6.409;6.941;13.885;213;1.008;52;48;28.556;
352630 LAGOINHA;2.901;309;882;194;487;6;15;4.794;
352640 LARANJAL PAULISTA;20.210;3.173;1.426;252;65;33;18;25.177;
352650 LAVINIA;4.110;289;687;2;5;19;3;5.115;
352660 LAVRINHAS;4.876;433;232;60;882;25;1;6.509;
352670 LEME;89.018;814;1.015;39;292;23;90;91.291;
352680 LENCOIS PAULISTA;59.076;1.030;756;74;182;23;32;61.173;
352690 LIMEIRA;262.829;4.363;7.247;233;121;52;133;274.978;
352700 LINDOIA;5.100;543;480;7;565;-;-;6.695;
352710 LINS;68.742;641;915;9;31;151;51;70.540;
352720 LORENA;78.117;1.589;1.029;272;989;63;57;82.116;
352725 LOURDES;1.687;17;396;-;-;-;-;2.100;
352730 LOUVEIRA;30.826;4.063;950;42;1.127;12;6;37.026;
352740 LUCELIA;17.141;415;846;16;-;2;4;18.424;
352750 LUCIANOPOLIS;1.687;174;368;1;4;12;-;2.246;
352760 LUIS ANTONIO;10.799;222;210;-;-;11;-;11.242;
352770 LUIZIANIA;4.603;39;352;-;-;2;5;5.001;
352780 LUPERCIO;3.872;365;77;-;-;28;8;4.350;
352790 LUTECIA;2.092;219;362;37;-;1;-;2.711;
352800 MACATUBA;15.671;183;325;10;6;10;9;16.214;
352810 MACAUBAL;6.507;384;723;-;-;4;-;7.618;
352820 MACEDONIA;1.923;773;901;5;7;31;-;3.640;
352830 MAGDA;2.617;73;506;-;-;4;-;3.200;
352840 MAIRINQUE;26.410;8.539;7.562;156;386;38;14;43.105;
352850 MAIRIPORA;28.374;25.794;24.369;448;963;425;56;80.429;
352860 MANDURI;7.855;427;605;4;13;15;6;8.925;
352870 MARABA PAULISTA;1.968;60;1.518;2;8;20;6;3.582;
352880 MARACAI;11.211;272;1.773;-;9;5;6;13.276;
352885 MARAPOAMA;2.186;19;412;-;-;-;1;2.618;
352890 MARIAPOLIS;3.061;49;776;16;-;8;2;3.912;
352900 MARILIA;204.350;2.649;3.841;2.065;388;552;84;213.929;
352910 MARINOPOLIS;1.672;115;320;-;3;1;-;2.111;
352920 MARTINOPOLIS;19.570;941;2.372;15;2;11;25;22.936;
352930 MATAO;74.513;995;1.005;19;43;17;21;76.613;
352940 MAUA;372.622;3.894;3.487;8.359;22.935;3.549;165;415.011;
352950 MENDONCA;3.693;137;802;-;-;-;3;4.635;
352960 MERIDIANO;2.560;768;472;19;-;7;8;3.834;
352965 MESOPOLIS;1.437;76;372;-;-;-;-;1.885;
352970 MIGUELOPOLIS;18.317;790;1.140;-;92;11;11;20.361;
352980 MINEIROS DO TIETE;11.287;231;402;15;35;5;1;11.976;
352990 MIRACATU;7.933;4.137;3.743;3.631;813;137;94;20.488;
353000 MIRA ESTRELA;2.180;18;618;-;2;-;-;2.818;
353010 MIRANDOPOLIS;19.638;1.108;3.371;72;44;17;28;24.278;
353020 MIRANTE DO PARANAPANEMA;7.297;254;9.186;32;9;87;66;16.931;
353030 MIRASSOL;51.665;726;1.184;2;9;14;13;53.613;
353040 MIRASSOLANDIA;2.729;1.559;3;2;-;-;1;4.294;
353050 MOCOCA;59.052;1.940;4.212;145;225;86;68;65.728;
353060 MOGI DAS CRUZES;290.145;40.184;28.756;13.419;12.089;1.417;222;386.232;
353070 MOGI GUACU;129.276;2.293;4.936;67;233;12;15;136.832;
353080 MOGI MIRIM;77.824;3.640;4.076;10;200;19;17;85.786;
353090 MOMBUCA;2.591;113;484;22;19;28;6;3.263;
353100 MONCOES;1.767;8;354;-;-;-;-;2.129;
353110 MONGAGUA;13.786;24.475;4.030;2.221;154;107;18;44.791;
353120 MONTE ALEGRE DO SUL;3.624;696;1.890;101;818;3;2;7.134;
353130 MONTE ALTO;43.508;813;1.840;307;26;7;9;46.510;
353140 MONTE APRAZIVEL;18.681;729;2.196;-;-;16;10;21.632;
353150 MONTE AZUL PAULISTA;17.268;155;1.071;29;257;73;11;18.864;
353160 MONTE CASTELO;3.161;32;851;-;-;10;3;4.057;
353170 MONTEIRO LOBATO;1.597;468;1.580;21;412;6;10;4.094;
353180 MONTE MOR;24.706;8.484;14.183;1.077;124;212;9;48.795;
353190 MORRO AGUDO;27.370;330;1.062;-;252;5;8;29.027;
353200 MORUNGABA;8.862;1.540;1.174;30;125;-;-;11.731;
353205 MOTUCA;3.086;46;1.132;4;-;5;5;4.278;
353210 MURUTINGA DO SUL;2.775;271;1.068;4;-;3;12;4.133;
353215 NANTES;2.403;185;83;12;11;-;7;2.701;
353220 NARANDIBA;2.947;108;1.201;-;-;2;25;4.283;
353230 NATIVIDADE DA SERRA;2.910;1.615;1.319;332;440;40;8;6.664;
353240 NAZARE PAULISTA;3.487;6.768;5.777;18;300;21;5;16.376;
353250 NEVES PAULISTA;7.584;342;818;-;2;1;5;8.752;
353260 NHANDEARA;8.491;527;1.588;-;-;-;-;10.606;
353270 NIPOA;3.700;259;300;-;8;-;2;4.269;
353280 NOVA ALIANCA;4.843;527;485;13;9;-;-;5.877;
353282 NOVA CAMPINA;4.720;47;2.971;282;296;22;131;8.469;
353284 NOVA CANAA PAULISTA;898;4;1.189;11;4;-;1;2.107;
353286 NOVA CASTILHO;740;19;366;-;-;-;-;1.125;
353290 NOVA EUROPA;8.797;100;385;4;10;3;-;9.299;
353300 NOVA GRANADA;16.766;914;1.393;30;-;21;3;19.127;
353310 NOVA GUATAPORANGA;1.862;12;284;-;-;-;8;2.166;
353320 NOVA INDEPENDENCIA;2.216;134;673;-;-;-;-;3.023;
353325 NOVAIS;4.160;253;164;3;3;4;-;4.587;
353330 NOVA LUZITANIA;3.056;3;367;1;-;-;3;3.430;
353340 NOVA ODESSA;48.809;264;1.877;-;31;-;12;50.993;
353350 NOVO HORIZONTE;33.508;1.044;1.888;14;7;8;10;36.479;
353360 NUPORANGA;6.159;249;346;9;23;-;2;6.788;
353370 OCAUCU;3.271;434;376;44;17;13;1;4.156;
353380 OLEO;1.621;124;807;21;95;1;1;2.670;
353390 OLIMPIA;46.651;1.621;1.536;11;36;5;6;49.866;
353400 ONDA VERDE;3.043;173;639;-;7;-;2;3.864;
353410 ORIENTE;5.493;269;241;9;18;55;2;6.087;
353420 ORINDIUVA;5.161;61;412;-;-;-;-;5.634;
353430 ORLANDIA;38.674;497;314;1;62;100;7;39.655;
353440 OSASCO;550.203;43.451;9.081;12.761;37.286;11.975;250;665.007;
353450 OSCAR BRESSANE;2.072;68;342;7;-;38;4;2.531;
353460 OSVALDO CRUZ;27.417;792;1.317;55;8;16;9;29.614;
353470 OURINHOS;98.412;597;3.529;6;11;31;13;102.599;
353475 OUROESTE;7.279;47;984;-;1;4;7;8.322;
353480 OURO VERDE;5.096;7;2.657;11;-;7;11;7.789;
353490 PACAEMBU;8.431;547;1.852;14;1;5;7;10.857;
353500 PALESTINA;7.720;311;2.962;8;13;8;3;11.025;
353510 PALMARES PAULISTA;10.559;84;234;4;8;3;12;10.904;
353520 PALMEIRA D'OESTE;7.066;318;2.141;10;-;8;3;9.546;
353530 PALMITAL;19.121;440;1.525;7;20;-;18;21.131;
353540 PANORAMA;13.002;423;1.088;1;4;8;19;14.545;
353550 PARAGUACU PAULISTA;37.692;566;2.482;42;41;74;12;40.909;
353560 PARAIBUNA;7.370;3.511;3.428;655;2.227;33;47;17.271;
353570 PARAISO;5.042;24;573;183;70;-;2;5.894;
353580 PARANAPANEMA;12.838;1.406;3.290;76;67;54;11;17.742;
353590 PARANAPUA;3.349;25;434;-;-;-;5;3.813;
353600 PARAPUA;8.962;1.212;602;10;4;4;20;10.814;
353610 PARDINHO;3.884;843;771;42;14;-;2;5.556;
353620 PARIQUERA-ACU;10.679;2.667;4.192;642;151;6;25;18.362;
353625 PARISI;1.632;15;382;3;-;-;-;2.032;
353630 PATROCINIO PAULISTA;10.456;960;1.408;13;103;15;3;12.958;
353640 PAULICEIA;2.003;834;3.447;4;-;-;-;6.288;
353650 PAULINIA;73.776;3.179;4.577;56;93;97;47;81.825;
353657 PAULISTANIA;1.047;73;538;12;91;6;1;1.768;
353660 PAULO DE FARIA;7.600;140;744;4;31;-;1;8.520;
353670 PEDERNEIRAS;38.034;479;2.488;87;144;72;62;41.366;
353680 PEDRA BELA;1.127;1.473;2.090;192;812;32;26;5.752;
353690 PEDRANOPOLIS;1.550;32;969;-;-;6;-;2.557;
353700 PEDREGULHO;11.700;1.123;2.660;82;34;18;16;15.633;
353710 PEDREIRA;39.122;1.293;529;25;442;7;8;41.426;
353715 PEDRINHAS PAULISTA;2.387;23;528;-;-;-;-;2.938;
353720 PEDRO DE TOLEDO;4.581;3.674;1.481;341;16;43;40;10.176;
353730 PENAPOLIS;55.099;1.197;1.889;-;2;9;12;58.208;
353740 PEREIRA BARRETO;22.523;866;1.183;12;3;9;45;24.641;
353750 PEREIRAS;5.404;273;1.714;21;9;6;13;7.440;
353760 PERUIBE;20.298;27.652;9.505;929;739;165;108;59.396;
353770 PIACATU;4.623;90;404;-;-;-;1;5.118;
353780 PIEDADE;16.360;7.079;23.125;709;3.636;182;375;51.466;
353790 PILAR DO SUL;18.691;3.048;4.421;16;58;10;26;26.270;
353800 PINDAMONHANGABA;135.378;4.767;5.401;274;289;103;125;146.337;
353810 PINDORAMA;13.783;263;815;10;23;-;2;14.896;
353820 PINHALZINHO;5.747;2.913;3.870;68;345;81;15;13.039;
353830 PIQUEROBI;2.320;85;1.090;2;-;10;13;3.520;
353850 PIQUETE;10.155;660;347;249;2.572;6;16;14.005;
353860 PIRACAIA;15.370;3.968;4.133;175;1.293;43;16;24.998;
353870 PIRACICABA;348.313;6.697;5.924;942;817;131;142;362.966;
353880 PIRAJU;24.880;608;2.658;50;130;6;12;28.344;
353890 PIRAJUI;17.313;576;1.233;53;360;32;12;19.579;
353900 PIRANGI;9.399;889;90;53;73;9;19;10.532;
353910 PIRAPORA DO BOM JESUS;9.881;1.461;2.046;909;1.344;21;13;15.675;
353920 PIRAPOZINHO;22.220;785;1.303;215;5;23;37;24.588;
353930 PIRASSUNUNGA;65.058;1.030;3.581;17;62;20;7;69.775;
353940 PIRATININGA;9.189;894;1.713;18;5;15;9;11.843;
353950 PITANGUEIRAS;33.553;734;682;9;159;24;39;35.200;
353960 PLANALTO;3.728;707;19;-;-;-;6;4.460;
353970 PLATINA;2.470;69;639;2;-;-;7;3.187;
353980 POA;98.730;2.704;1.780;833;1.210;415;57;105.729;
353990 POLONI;4.689;73;630;-;-;-;-;5.392;
354000 POMPEIA;18.159;748;736;96;3;141;8;19.891;
354010 PONGAI;2.903;386;181;2;-;-;-;3.472;
354020 PONTAL;39.248;548;129;14;36;41;29;40.045;
354025 PONTALINDA;3.347;61;640;-;-;2;7;4.057;
354030 PONTES GESTAL;2.113;395;-;-;3;-;-;2.511;
354040 POPULINA;3.476;271;448;6;-;-;1;4.202;
354050 PORANGABA;4.243;1.129;2.785;33;14;42;49;8.295;
354060 PORTO FELIZ;39.614;5.132;3.589;34;63;40;31;48.503;
354070 PORTO FERREIRA;48.608;2.032;443;-;114;3;41;51.241;
354075 POTIM;16.104;236;145;28;238;4;11;16.766;
354080 POTIRENDABA;13.772;34;1.586;2;4;10;2;15.410;
354085 PRACINHA;1.306;12;200;-;-;-;2;1.520;
354090 PRADOPOLIS;16.044;394;803;13;5;4;9;17.272;
354100 PRAIA GRANDE;185.199;57.269;3.990;10.498;2.847;1.171;93;261.067;
354105 PRATANIA;3.710;103;757;8;-;5;12;4.595;
354110 PRESIDENTE ALVES;3.371;263;435;15;18;4;-;4.106;
354120 PRESIDENTE BERNARDES;9.442;689;3.008;78;238;38;2;13.495;
354130 PRESIDENTE EPITACIO;34.073;679;6.127;33;7;72;49;41.040;
354140 PRESIDENTE PRUDENTE;198.641;2.985;3.634;94;19;126;77;205.576;
354150 PRESIDENTE VENCESLAU;34.095;825;1.374;16;5;94;13;36.422;
354160 PROMISSAO;29.557;1.894;3.906;-;7;55;31;35.450;
354165 QUADRA;720;201;2.300;-;-;6;5;3.232;
354170 QUATA;11.787;198;659;7;14;20;7;12.692;
354180 QUEIROZ;2.433;17;341;4;3;-;3;2.801;
354190 QUELUZ;6.104;1.629;498;105;2.259;34;1;10.630;
354200 QUINTANA;5.392;90;487;19;3;12;1;6.004;
354210 RAFARD;7.484;309;455;11;300;19;5;8.583;
354220 RANCHARIA;25.336;1.078;2.178;14;36;13;39;28.694;
354230 REDENCAO DA SERRA;1.124;492;1.633;121;446;19;8;3.843;
354240 REGENTE FEIJO;16.609;273;1.502;41;-;20;12;18.457;
354250 REGINOPOLIS;4.143;66;892;-;166;-;2;5.269;
354260 REGISTRO;40.210;6.943;2.509;3.721;367;250;109;54.109;
354270 RESTINGA;5.290;422;805;15;-;4;33;6.569;
354280 RIBEIRA;419;739;1.326;94;655;31;70;3.334;
354290 RIBEIRAO BONITO;11.070;79;805;-;118;19;6;12.097;
354300 RIBEIRAO BRANCO;8.318;1.009;7.283;574;670;143;197;18.194;
354310 RIBEIRAO CORRENTE;3.318;39;902;-;-;7;4;4.270;
354320 RIBEIRAO DO SUL;2.993;39;1.398;9;-;4;-;4.443;
354323 RIBEIRAO DOS INDIOS;1.801;47;325;7;-;6;-;2.186;
354325 RIBEIRAO GRANDE;2.803;697;3.606;19;194;36;53;7.408;
354330 RIBEIRAO PIRES;90.446;6.428;4.643;4.405;6.149;584;30;112.685;
354340 RIBEIRAO PRETO;580.876;8.703;7.439;438;1.044;478;234;599.212;
354350 RIVERSUL;3.986;440;1.296;168;83;104;42;6.119;
354360 RIFAINA;2.791;561;54;-;3;5;2;3.416;
354370 RINCAO;9.008;1.203;61;21;32;-;22;10.347;
354380 RINOPOLIS;8.374;394;1.030;-;94;15;12;9.919;
354390 RIO CLARO;180.073;2.391;2.191;139;145;102;100;185.141;
354400 RIO DAS PEDRAS;27.619;1.504;85;130;46;18;15;29.417;
354410 RIO GRANDE DA SERRA;26.400;7.411;1.804;5.117;2.688;303;50;43.773;
354420 RIOLANDIA;8.229;158;854;4;57;7;7;9.316;
354425 ROSANA;15.335;656;3.416;32;2;84;55;19.580;
354430 ROSEIRA;8.611;112;708;66;30;9;8;9.544;
354440 RUBIACEA;2.063;60;599;-;-;3;3;2.728;
354450 RUBINEIA;1.800;260;795;1;-;-;-;2.856;
354460 SABINO;4.378;193;627;4;-;-;3;5.205;
354470 SAGRES;1.848;499;9;17;4;10;1;2.388;
354480 SALES;4.735;357;322;-;-;-;4;5.418;
354490 SALES OLIVEIRA;9.506;392;555;1;85;-;-;10.539;
354500 SALESOPOLIS;8.462;4.443;1.773;92;719;58;15;15.562;
354510 SALMOURAO;4.172;97;486;-;-;4;30;4.789;
354515 SALTINHO;5.810;434;752;52;-;1;4;7.053;
354520 SALTO;99.516;3.524;1.753;56;192;8;53;105.102;
354530 SALTO DE PIRAPORA;30.067;2.085;6.868;40;83;38;26;39.207;
354540 SALTO GRANDE;2.594;454;5.591;1;55;-;5;8.700;
354550 SANDOVALINA;2.440;41;1.161;12;-;6;3;3.663;
354560 SANTA ADELIA;13.235;153;685;47;89;13;14;14.236;
354570 SANTA ALBERTINA;4.740;56;867;-;-;-;3;5.666;
354580 SANTA BARBARA D'OESTE;175.867;1.206;2.306;52;227;21;47;179.726;
354600 SANTA BRANCA;9.745;883;2.265;72;706;37;5;13.713;
354610 SANTA CLARA D'OESTE;1.565;7;511;-;-;-;1;2.084;
354620 SANTA CRUZ DA CONCEICAO;2.652;1.131;137;43;17;7;-;3.987;
354625 SANTA CRUZ DA ESPERANCA;1.290;70;591;-;-;-;1;1.952;
354630 SANTA CRUZ DAS PALMEIRAS;28.857;295;495;-;84;-;29;29.760;
354640 SANTA CRUZ DO RIO PARDO;38.407;745;4.120;25;259;46;24;43.626;
354650 SANTA ERNESTINA;5.116;30;340;18;41;-;9;5.554;
354660 SANTA FE DO SUL;27.385;747;928;2;-;8;1;29.071;
354670 SANTA GERTRUDES;21.135;241;173;16;13;-;1;21.579;
354680 SANTA ISABEL;27.441;11.734;8.673;124;2.081;111;42;50.206;
354690 SANTA LUCIA;7.768;116;357;3;-;-;-;8.244;
354700 SANTA MARIA DA SERRA;4.894;459;36;-;-;-;3;5.392;
354710 SANTA MERCEDES;1.967;73;777;3;-;3;8;2.831;
354720 SANTANA DA PONTE PENSA;1.122;27;487;-;-;-;-;1.636;
354730 SANTANA DE PARNAIBA;44.279;33.305;25.617;683;4.086;244;69;108.283;
354740 SANTA RITA D'OESTE;1.671;25;837;2;-;-;1;2.536;
354750 SANTA RITA DO PASSA QUATRO;23.196;1.168;1.423;104;149;10;1;26.051;
354760 SANTA ROSA DE VITERBO;22.462;1.127;97;4;60;-;-;23.750;
354765 SANTA SALETE;816;16;613;-;-;1;1;1.447;
354770 SANTO ANASTACIO;18.678;370;1.237;53;15;35;20;20.408;
354780 SANTO ANDRE;632.280;14.153;8.405;3.922;13.483;1.404;190;673.837;
354790 SANTO ANTONIO DA ALEGRIA;4.478;684;1.051;4;11;3;3;6.234;
354800 SANTO ANTONIO DE POSSE;11.376;6.114;2.851;50;175;8;15;20.589;
354805 SANTO ANTONIO DO ARACANGUA;5.755;971;871;6;15;-;1;7.619;
354810 SANTO ANTONIO DO JARDIM;3.390;323;1.765;20;404;32;3;5.937;
354820 SANTO ANTONIO DO PINHAL;2.411;1.787;892;114;1.238;18;4;6.464;
354830 SANTO EXPEDITO;1.835;318;630;3;-;13;2;2.801;
354840 SANTOPOLIS DO AGUAPEI;4.115;62;91;-;-;-;5;4.273;
354850 SANTOS;392.287;3.705;721;6.648;12.152;730;179;416.422;
